meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url
125,Particular Wrap,Japanese,Lunch,Paleo,870,59.8,102.9,0.0,5.2,43.2,1608,196,124,Grilled,22,36,1.0,0,https://example.com/images/meal_125.jpg
126,Building Curry,American,Lunch,Vegan,956,49.7,102.2,2.4,7.9,4.3,2254,115,476,Boiled,12,23,4.0,0,https://example.com/images/meal_126.jpg
127,Dream Curry,Italian,Breakfast,Balanced,765,74.3,96.3,20.1,4.8,29.9,690,159,274,Steamed,36,47,3.1,0,https://example.com/images/meal_127.jpg
128,Item Soup,Chinese,Lunch,Balanced,484,10.8,72.9,11.7,12.1,12.1,1844,102,387,Boiled,11,86,2.9,1,https://example.com/images/meal_128.jpg
129,South Rice,American,Breakfast,Vegetarian,1103,9.9,11.0,39.6,22.0,47.6,1959,228,365,Grilled,49,58,2.8,0,https://example.com/images/meal_129.jpg
130,Nearly Wrap,Japanese,Lunch,Low-Carb,745,44.2,28.5,43.7,12.4,10.8,1784,124,482,Baked,47,118,3.6,0,https://example.com/images/meal_130.jpg
131,Democrat Rice,Mexican,Snack,Vegan,584,6.1,50.9,39.4,27.0,8.5,121,218,367,Raw,33,79,4.8,0,https://example.com/images/meal_131.jpg
132,Some Pasta,Mexican,Breakfast,Low-Carb,582,76.9,103.0,49.5,29.1,6.4,818,37,400,Raw,53,117,3.6,0,https://example.com/images/meal_132.jpg
133,But Wrap,Mediterranean,Breakfast,Low-Carb,535,44.6,57.0,40.9,5.4,41.5,1258,186,338,Raw,43,71,2.0,0,https://example.com/images/meal_133.jpg
134,Nice Sandwich,American,Dinner,Keto,577,30.5,12.3,51.0,25.1,15.3,1821,176,477,Baked,47,15,4.1,0,https://example.com/images/meal_134.jpg
135,How Curry,Indian,Dinner,Vegan,661,60.0,112.0,22.9,3.4,41.0,2279,242,265,Baked,24,62,4.1,0,https://example.com/images/meal_135.jpg
136,Everything Rice,Japanese,Lunch,Low-Carb,198,44.0,20.0,40.4,14.8,18.5,2384,281,257,Baked,51,89,1.9,0,https://example.com/images/meal_136.jpg
137,Network Pasta,American,Breakfast,Low-Carb,772,45.4,115.8,31.3,29.1,13.8,2356,287,344,Grilled,16,104,4.8,0,https://example.com/images/meal_137.jpg
138,Her Stew,Japanese,Breakfast,Vegan,375,59.1,118.1,29.0,9.2,30.8,1148,94,102,Grilled,47,87,3.7,0,https://example.com/images/meal_138.jpg
139,Water Sandwich,Mediterranean,Breakfast,Balanced,349,39.7,54.4,27.7,22.1,13.4,1856,255,152,Steamed,12,88,3.7,0,https://example.com/images/meal_139.jpg
140,Law Stew,Indian,Dinner,Paleo,438,44.4,74.7,44.3,2.8,13.8,1975,207,339,Boiled,60,61,3.8,0,https://example.com/images/meal_140.jpg
141,Safe Stew,Indian,Snack,Paleo,980,36.5,87.1,30.5,29.1,49.8,1505,150,439,Boiled,54,44,4.4,0,https://example.com/images/meal_141.jpg
142,Point Soup,Japanese,Lunch,Keto,136,22.3,64.5,22.9,26.7,31.3,1798,148,491,Raw,29,73,3.2,0,https://example.com/images/meal_142.jpg
143,Return Curry,American,Lunch,Low-Carb,778,69.5,0.8,36.5,20.6,1.8,1460,293,419,Grilled,18,26,5.0,0,https://example.com/images/meal_143.jpg
144,Almost Wrap,Japanese,Dinner,Paleo,566,73.4,128.3,12.2,3.8,26.5,1109,134,376,Boiled,58,72,3.3,0,https://example.com/images/meal_144.jpg
145,Add Stew,Thai,Dinner,Paleo,1043,32.1,130.5,29.2,13.6,30.6,692,147,274,Roasted,5,38,3.4,0,https://example.com/images/meal_145.jpg
146,Actually Rice,American,Dinner,Low-Carb,885,45.3,71.6,51.6,23.3,4.9,1726,111,289,Baked,53,120,3.8,0,https://example.com/images/meal_146.jpg
147,We Salad,Mediterranean,Dinner,Low-Carb,851,46.4,113.0,16.5,21.1,43.2,2111,22,415,Roasted,45,19,3.9,0,https://example.com/images/meal_147.jpg
148,A Curry,Italian,Breakfast,Balanced,644,41.1,9.2,3.6,10.3,49.6,2417,111,140,Baked,49,44,1.8,0,https://example.com/images/meal_148.jpg
149,Leg Rice,Italian,Breakfast,Keto,783,6.1,121.0,6.4,22.3,1.8,764,72,178,Steamed,36,46,1.6,0,https://example.com/images/meal_149.jpg
150,Pick Rice,Thai,Lunch,Vegan,1110,22.1,97.4,21.4,4.0,12.6,1187,107,306,Grilled,30,32,4.4,0,https://example.com/images/meal_150.jpg
151,Member Curry,Japanese,Breakfast,Vegan,1106,50.4,96.4,9.4,12.3,26.8,50,293,470,Steamed,27,94,3.7,0,https://example.com/images/meal_151.jpg
152,Receive Pasta,Mediterranean,Breakfast,Low-Carb,249,76.9,66.4,53.9,1.4,27.6,399,0,208,Baked,38,104,4.6,0,https://example.com/images/meal_152.jpg
153,Still Rice,American,Lunch,Vegan,1068,71.0,79.0,39.9,11.1,23.1,1393,6,258,Baked,8,103,1.5,0,https://example.com/images/meal_153.jpg
154,Challenge Sandwich,Japanese,Dinner,Vegan,395,50.4,47.7,36.3,19.6,0.6,1476,205,360,Fried,58,31,1.4,0,https://example.com/images/meal_154.jpg
155,Current Curry,Japanese,Lunch,Vegetarian,993,58.7,21.1,3.4,11.5,21.8,433,49,236,Grilled,7,106,2.7,0,https://example.com/images/meal_155.jpg
156,Heart Stew,Japanese,Snack,Keto,835,42.1,29.0,20.9,5.5,27.1,1291,131,311,Grilled,47,99,1.5,0,https://example.com/images/meal_156.jpg
157,Whatever Soup,Italian,Lunch,Low-Carb,664,66.5,136.7,27.1,3.8,44.1,202,300,122,Raw,44,47,1.6,0,https://example.com/images/meal_157.jpg
158,Interesting Rice,Japanese,Lunch,Balanced,1119,58.5,119.9,34.3,7.5,42.5,1137,192,278,Steamed,16,91,3.2,0,https://example.com/images/meal_158.jpg
159,With Rice,Mexican,Dinner,Vegetarian,852,27.1,90.4,36.4,18.6,40.1,1897,2,491,Raw,17,74,1.7,0,https://example.com/images/meal_159.jpg
160,Eight Wrap,American,Snack,Keto,224,75.1,132.1,13.8,13.6,46.5,2478,179,276,Fried,35,108,3.8,0,https://example.com/images/meal_160.jpg
161,Medical Stew,Chinese,Breakfast,Paleo,268,23.4,111.0,27.1,0.4,6.7,2303,84,359,Baked,43,26,1.7,0,https://example.com/images/meal_161.jpg
162,Leave Wrap,Japanese,Breakfast,Paleo,1055,9.0,100.7,45.8,14.0,15.4,100,30,394,Raw,8,61,1.9,0,https://example.com/images/meal_162.jpg
163,Old Curry,American,Lunch,Vegetarian,1175,29.7,106.3,31.3,28.3,10.0,2142,105,121,Boiled,5,68,1.5,0,https://example.com/images/meal_163.jpg
164,Attorney Rice,Mexican,Snack,Vegan,313,67.9,83.1,47.7,25.1,42.1,144,51,402,Roasted,22,13,1.1,0,https://example.com/images/meal_164.jpg
165,Meet Soup,Chinese,Breakfast,Keto,379,48.6,120.7,56.0,19.5,18.5,151,60,248,Baked,7,51,3.4,0,https://example.com/images/meal_165.jpg
166,Lead Stew,Chinese,Lunch,Balanced,634,12.6,61.2,2.6,0.9,26.0,2407,41,149,Baked,53,31,2.0,0,https://example.com/images/meal_166.jpg
167,Prove Rice,Mediterranean,Lunch,Paleo,595,6.0,31.4,51.6,14.2,31.9,2266,138,182,Steamed,50,68,3.7,0,https://example.com/images/meal_167.jpg
168,Father Sandwich,Japanese,Dinner,Low-Carb,165,47.1,130.5,30.0,17.3,31.2,1825,255,170,Boiled,8,113,3.5,0,https://example.com/images/meal_168.jpg
169,Other Soup,Thai,Lunch,Vegan,693,40.7,73.6,32.0,25.1,26.4,2121,241,258,Steamed,27,63,4.8,0,https://example.com/images/meal_169.jpg
170,During Sandwich,Thai,Snack,Paleo,633,57.1,136.0,32.5,6.6,9.4,2360,197,104,Raw,6,118,1.7,0,https://example.com/images/meal_170.jpg
171,Rather Sandwich,Indian,Lunch,Balanced,103,45.9,137.2,17.5,15.2,47.0,1230,144,202,Roasted,58,119,3.1,0,https://example.com/images/meal_171.jpg
172,Yet Rice,Chinese,Lunch,Paleo,321,49.9,32.5,40.8,18.4,40.1,1477,192,274,Raw,58,85,2.9,0,https://example.com/images/meal_172.jpg
173,Thing Rice,American,Breakfast,Balanced,363,6.5,44.9,39.8,12.8,41.6,2452,191,210,Boiled,27,90,1.1,0,https://example.com/images/meal_173.jpg
174,Air Stew,Mediterranean,Dinner,Balanced,981,51.3,73.4,15.9,26.0,44.0,465,144,190,Raw,41,78,3.6,0,https://example.com/images/meal_174.jpg
175,Challenge Curry,Italian,Breakfast,Paleo,633,79.1,84.7,51.7,2.4,45.6,2014,293,248,Baked,11,54,3.3,0,https://example.com/images/meal_175.jpg
176,Beautiful Rice,Mexican,Lunch,Paleo,213,21.0,42.0,53.7,1.1,2.9,813,213,158,Boiled,47,44,4.9,0,https://example.com/images/meal_176.jpg
177,Easy Wrap,American,Breakfast,Low-Carb,1049,76.8,135.3,57.0,25.4,17.7,2440,282,328,Steamed,35,73,4.0,0,https://example.com/images/meal_177.jpg
178,Candidate Curry,Mexican,Dinner,Vegetarian,674,73.8,98.1,13.8,3.3,34.3,1204,15,177,Grilled,55,31,4.0,0,https://example.com/images/meal_178.jpg
179,Glass Salad,Mediterranean,Dinner,Low-Carb,881,21.0,20.7,13.9,12.5,36.8,2177,282,398,Baked,9,35,4.1,0,https://example.com/images/meal_179.jpg
180,Official Stew,Mediterranean,Lunch,Balanced,598,56.9,85.0,6.9,28.2,43.1,838,128,437,Grilled,26,54,2.0,0,https://example.com/images/meal_180.jpg
181,Nation Stew,Chinese,Dinner,Low-Carb,385,67.8,16.8,44.9,27.4,21.5,2137,210,196,Steamed,28,36,3.8,0,https://example.com/images/meal_181.jpg
182,Challenge Sandwich,Mediterranean,Snack,Paleo,343,59.4,139.4,17.5,20.3,43.1,692,172,376,Grilled,16,75,2.1,0,https://example.com/images/meal_182.jpg
183,Professional Wrap,Japanese,Dinner,Paleo,1116,36.8,102.7,13.2,26.3,5.4,1106,179,423,Roasted,42,32,4.9,0,https://example.com/images/meal_183.jpg
184,Reduce Soup,Chinese,Breakfast,Vegetarian,685,30.5,140.4,59.0,28.5,18.4,1180,180,200,Roasted,45,38,4.2,0,https://example.com/images/meal_184.jpg
185,Recent Rice,Mediterranean,Snack,Vegetarian,918,37.3,15.2,9.2,18.1,16.9,283,150,122,Grilled,11,91,1.1,0,https://example.com/images/meal_185.jpg
186,Give Pasta,Mediterranean,Snack,Vegan,672,25.2,126.3,2.3,5.5,1.4,821,163,231,Steamed,54,51,2.2,1,https://example.com/images/meal_186.jpg
187,Your Pasta,Italian,Lunch,Vegan,671,56.1,88.1,15.9,16.0,43.3,50,290,354,Grilled,55,41,2.9,0,https://example.com/images/meal_187.jpg
188,Sound Stew,Chinese,Snack,Vegetarian,941,52.8,50.8,51.8,23.0,1.0,2451,184,351,Roasted,17,35,4.9,0,https://example.com/images/meal_188.jpg
189,Later Stew,American,Breakfast,Low-Carb,1094,73.6,2.5,0.6,13.1,35.7,2279,145,437,Roasted,7,71,4.1,0,https://example.com/images/meal_189.jpg
190,Pull Sandwich,Japanese,Lunch,Low-Carb,331,31.6,43.5,46.8,2.5,8.0,1242,140,217,Boiled,46,15,1.8,0,https://example.com/images/meal_190.jpg
191,Just Stew,American,Lunch,Balanced,1004,43.1,110.8,47.9,9.6,46.9,172,61,188,Raw,41,84,4.7,0,https://example.com/images/meal_191.jpg
192,Add Wrap,Indian,Breakfast,Vegan,444,45.0,29.1,17.7,28.3,10.5,103,37,446,Roasted,51,37,1.6,1,https://example.com/images/meal_192.jpg
193,Decide Salad,American,Dinner,Low-Carb,703,64.9,43.2,18.8,6.8,0.0,138,114,386,Baked,42,60,1.2,0,https://example.com/images/meal_193.jpg
194,Mrs Wrap,Thai,Lunch,Low-Carb,390,67.6,146.2,27.8,13.5,41.1,2433,238,460,Grilled,56,16,4.1,0,https://example.com/images/meal_194.jpg
195,Forget Soup,Indian,Lunch,Vegan,259,48.4,109.2,22.8,28.9,24.1,102,18,153,Roasted,50,95,4.2,0,https://example.com/images/meal_195.jpg
196,Purpose Sandwich,Mediterranean,Lunch,Balanced,327,17.1,33.5,20.4,5.4,48.2,96,47,246,Baked,45,40,1.5,0,https://example.com/images/meal_196.jpg
197,Left Soup,Chinese,Lunch,Low-Carb,752,22.1,21.4,29.2,11.0,1.1,2065,203,177,Roasted,13,53,1.4,0,https://example.com/images/meal_197.jpg
198,Nearly Curry,Japanese,Snack,Low-Carb,688,58.3,16.1,4.1,24.5,12.0,2166,207,405,Boiled,51,108,2.3,1,https://example.com/images/meal_198.jpg
199,When Wrap,American,Lunch,Low-Carb,305,47.1,87.2,37.4,0.4,26.5,830,259,237,Boiled,27,47,3.4,0,https://example.com/images/meal_199.jpg
200,Single Salad,Mediterranean,Snack,Keto,367,51.0,89.7,13.8,22.9,46.5,425,240,416,Steamed,13,18,4.0,0,https://example.com/images/meal_200.jpg
201,Rate Stew,Italian,Lunch,Keto,1156,56.7,45.5,33.5,21.9,13.7,1096,31,139,Roasted,42,98,3.1,0,https://example.com/images/meal_201.jpg
202,Watch Salad,Italian,Breakfast,Balanced,555,44.2,67.3,8.0,0.2,39.5,2039,175,270,Boiled,11,52,3.6,0,https://example.com/images/meal_202.jpg
203,Drop Stew,Italian,Dinner,Low-Carb,1001,73.7,74.9,47.2,23.8,7.1,808,245,204,Steamed,11,45,1.2,0,https://example.com/images/meal_203.jpg
204,Writer Rice,Mexican,Snack,Balanced,922,16.5,92.7,50.0,21.0,39.0,892,273,245,Steamed,58,113,2.0,0,https://example.com/images/meal_204.jpg
205,Majority Wrap,American,Breakfast,Balanced,826,77.3,69.7,36.5,15.7,7.9,2205,224,208,Roasted,10,73,3.6,0,https://example.com/images/meal_205.jpg
206,Whole Stew,Mexican,Dinner,Vegan,1076,46.1,128.0,44.1,25.4,7.4,1235,184,437,Roasted,7,112,1.8,0,https://example.com/images/meal_206.jpg
207,Help Salad,Mexican,Dinner,Paleo,356,8.8,62.5,47.0,16.1,10.7,664,52,402,Roasted,11,93,2.8,0,https://example.com/images/meal_207.jpg
208,Amount Stew,Mediterranean,Snack,Vegetarian,596,58.5,87.5,49.5,10.4,7.2,779,297,379,Grilled,38,59,4.0,0,https://example.com/images/meal_208.jpg
209,In Salad,Indian,Dinner,Vegetarian,640,53.8,92.8,11.3,1.9,14.6,1803,79,246,Fried,23,62,2.0,1,https://example.com/images/meal_209.jpg
210,Police Wrap,Thai,Lunch,Keto,644,58.8,22.0,10.7,12.5,47.1,1744,78,427,Fried,18,13,3.4,0,https://example.com/images/meal_210.jpg
211,Bill Stew,Indian,Dinner,Keto,582,70.9,63.2,59.2,2.6,12.1,1803,288,330,Boiled,32,7,4.5,0,https://example.com/images/meal_211.jpg
212,Discussion Pasta,Indian,Dinner,Paleo,176,41.7,144.7,44.5,18.5,16.1,1581,81,236,Steamed,53,85,1.2,0,https://example.com/images/meal_212.jpg
213,Per Curry,Japanese,Lunch,Low-Carb,777,77.7,48.7,52.8,3.8,18.8,1866,293,188,Grilled,59,53,3.8,0,https://example.com/images/meal_213.jpg
214,Size Sandwich,Chinese,Snack,Vegetarian,881,29.6,90.7,51.1,19.1,41.4,568,104,381,Roasted,27,119,3.7,0,https://example.com/images/meal_214.jpg
215,Begin Curry,Indian,Lunch,Keto,301,10.5,140.1,12.7,23.0,0.1,1441,145,172,Steamed,19,86,4.0,1,https://example.com/images/meal_215.jpg
216,Themselves Rice,American,Dinner,Balanced,649,63.5,122.1,14.4,0.8,34.0,638,241,219,Steamed,15,49,3.5,0,https://example.com/images/meal_216.jpg
217,Pattern Soup,Thai,Lunch,Keto,654,71.1,123.5,30.2,16.8,19.2,313,49,430,Boiled,31,31,4.7,0,https://example.com/images/meal_217.jpg
218,Stop Salad,Mediterranean,Dinner,Vegan,346,77.4,3.4,26.6,20.2,35.0,1945,105,421,Steamed,18,25,1.5,0,https://example.com/images/meal_218.jpg
219,Control Sandwich,Mediterranean,Dinner,Low-Carb,294,60.3,150.0,9.0,22.3,33.4,1052,222,464,Roasted,23,45,4.4,0,https://example.com/images/meal_219.jpg
220,Third Salad,Mexican,Snack,Keto,751,26.1,125.4,45.5,9.8,46.7,1976,252,164,Raw,20,63,2.8,0,https://example.com/images/meal_220.jpg
221,Start Wrap,Thai,Dinner,Low-Carb,151,13.3,94.9,1.1,16.7,18.9,1902,202,335,Raw,24,102,1.3,1,https://example.com/images/meal_221.jpg
222,Sound Wrap,American,Snack,Low-Carb,790,41.5,35.5,20.3,8.5,8.2,2180,13,332,Raw,9,51,3.7,0,https://example.com/images/meal_222.jpg
223,Suggest Salad,Italian,Dinner,Keto,819,63.1,141.4,27.5,2.6,5.6,903,125,399,Raw,58,95,4.0,0,https://example.com/images/meal_223.jpg
224,Night Wrap,Italian,Breakfast,Keto,700,42.1,149.8,40.5,16.2,0.3,2319,229,238,Baked,27,9,3.3,0,https://example.com/images/meal_224.jpg
225,Red Rice,Japanese,Snack,Keto,1087,15.4,142.3,31.4,2.0,0.7,428,263,253,Baked,46,17,4.4,0,https://example.com/images/meal_225.jpg
226,Early Pasta,Mediterranean,Breakfast,Balanced,504,7.4,74.7,12.3,22.1,48.5,2189,122,307,Baked,40,108,3.9,0,https://example.com/images/meal_226.jpg
227,Give Stew,Mexican,Breakfast,Keto,1181,74.7,80.2,42.8,12.0,24.2,1440,296,423,Steamed,13,58,4.2,0,https://example.com/images/meal_227.jpg
228,Continue Wrap,Mediterranean,Breakfast,Vegan,876,38.7,88.2,30.2,7.9,31.2,1698,287,120,Fried,16,110,1.3,0,https://example.com/images/meal_228.jpg
229,Fact Curry,Chinese,Dinner,Vegetarian,721,50.5,149.8,42.5,3.8,34.3,1729,169,303,Fried,26,25,3.2,0,https://example.com/images/meal_229.jpg
230,Clear Salad,Japanese,Dinner,Vegetarian,384,40.1,107.0,32.6,17.2,44.9,2414,27,238,Fried,50,95,4.8,0,https://example.com/images/meal_230.jpg
231,Exist Salad,Italian,Dinner,Low-Carb,815,54.2,58.0,6.9,25.8,7.6,2480,74,143,Baked,8,7,2.6,0,https://example.com/images/meal_231.jpg
232,Thank Soup,Mediterranean,Lunch,Vegetarian,1063,7.9,11.4,40.0,12.4,27.4,218,188,320,Baked,54,93,2.8,0,https://example.com/images/meal_232.jpg
233,Or Curry,Thai,Breakfast,Vegan,736,77.7,139.1,34.6,13.7,8.8,1675,202,217,Baked,16,43,4.7,0,https://example.com/images/meal_233.jpg
234,Heavy Salad,American,Lunch,Balanced,957,19.5,80.8,32.4,25.3,32.0,1812,44,316,Fried,52,111,2.9,0,https://example.com/images/meal_234.jpg
235,Including Stew,Italian,Snack,Vegetarian,674,21.7,126.6,31.9,29.2,18.7,1920,121,266,Grilled,46,39,3.6,0,https://example.com/images/meal_235.jpg
236,Clearly Salad,Mexican,Breakfast,Vegetarian,607,58.2,105.9,47.6,21.5,43.4,2054,227,443,Steamed,26,85,1.9,0,https://example.com/images/meal_236.jpg
237,Career Sandwich,Thai,Snack,Paleo,225,55.6,61.1,39.8,29.8,17.6,322,193,271,Steamed,10,46,3.2,0,https://example.com/images/meal_237.jpg
238,Popular Sandwich,Chinese,Snack,Vegan,845,77.4,27.3,59.1,5.9,48.9,2305,53,111,Fried,47,70,1.9,0,https://example.com/images/meal_238.jpg
239,Forget Sandwich,American,Dinner,Vegetarian,518,50.2,64.2,50.5,9.3,19.9,2156,92,450,Boiled,45,54,2.4,0,https://example.com/images/meal_239.jpg
240,Identify Sandwich,Chinese,Snack,Low-Carb,819,33.8,75.3,16.1,5.7,36.9,1842,85,483,Raw,25,52,1.2,0,https://example.com/images/meal_240.jpg
241,Value Salad,Indian,Breakfast,Vegan,319,65.2,139.8,25.8,19.5,49.0,2267,30,326,Grilled,23,38,2.5,0,https://example.com/images/meal_241.jpg
242,Officer Sandwich,Chinese,Snack,Vegetarian,931,46.6,129.4,59.3,27.6,46.1,374,83,162,Boiled,33,77,2.0,0,https://example.com/images/meal_242.jpg
243,Dinner Soup,Mexican,Breakfast,Balanced,140,37.2,132.3,26.5,17.2,16.2,1231,266,369,Grilled,8,112,1.5,0,https://example.com/images/meal_243.jpg
244,Present Pasta,Thai,Snack,Balanced,187,59.2,29.7,18.2,19.3,34.0,2180,33,124,Grilled,51,106,1.1,0,https://example.com/images/meal_244.jpg
245,Box Sandwich,American,Snack,Keto,229,72.8,79.5,57.8,23.9,40.1,1292,210,127,Grilled,35,12,1.2,0,https://example.com/images/meal_245.jpg
246,Choose Wrap,Chinese,Lunch,Vegan,1032,37.1,115.7,37.7,6.6,41.8,2087,284,173,Grilled,39,106,4.7,0,https://example.com/images/meal_246.jpg
247,Method Stew,Chinese,Dinner,Vegan,122,14.6,110.3,8.9,3.2,3.0,869,169,148,Roasted,9,31,4.1,1,https://example.com/images/meal_247.jpg
248,Outside Sandwich,Mediterranean,Lunch,Vegetarian,485,6.9,41.9,34.0,0.6,31.0,266,269,466,Boiled,39,93,4.8,0,https://example.com/images/meal_248.jpg
249,Worker Stew,Japanese,Snack,Keto,1003,70.3,51.4,32.1,8.2,42.5,1867,61,467,Grilled,11,76,3.0,0,https://example.com/images/meal_249.jpg
